applicant_position,sex_code,sex_group,group,nearest_other_group_position,nearest_other_sex_code,nearest_other_sex_group,nearest_other_group,feature_distance,original_probability,neighbour_probability,probability_difference,original_actual_default,neighbour_actual_default
3763,2,Female,Female (SEX=2),2110,1,Male,Male (SEX=1),2.379486916124114,0.45954078,0.3830377,0.07650308,0,0
3764,2,Female,Female (SEX=2),66,1,Male,Male (SEX=1),0.3446607283853236,0.33780518,0.22151695,0.11628822999999999,0,0
3765,2,Female,Female (SEX=2),4933,1,Male,Male (SEX=1),0.9542471732552775,0.045843482,0.05261012,0.006766638000000005,0,0
3766,2,Female,Female (SEX=2),5973,1,Male,Male (SEX=1),1.8150216605268448,0.052716378,0.05356782,0.0008514420000000009,0,0
3767,2,Female,Female (SEX=2),649,1,Male,Male (SEX=1),0.16653655027224135,0.18589358,0.21725105,0.03135747,0,0
3768,2,Female,Female (SEX=2),5308,1,Male,Male (SEX=1),1.1677921991057723,0.11800493,0.096221656,0.02178327399999999,0,0
3769,2,Female,Female (SEX=2),1297,1,Male,Male (SEX=1),1.78680173796958,0.049605757,0.046547014,0.0030587430000000027,0,0
3770,2,Female,Female (SEX=2),3126,1,Male,Male (SEX=1),2.7309065746023955,0.026866762,0.040538587,0.013671825000000002,0,0
3771,2,Female,Female (SEX=2),5384,1,Male,Male (SEX=1),0.5717680088652232,0.101651356,0.08777269,0.013878665999999998,0,0
3772,2,Female,Female (SEX=2),1176,1,Male,Male (SEX=1),0.8102711493317927,0.06688657,0.072054334,0.005167763999999991,0,0
3773,2,Female,Female (SEX=2),2974,1,Male,Male (SEX=1),1.1761323344781685,0.7197898,0.7205851,0.0007952999999999433,0,1
3774,2,Female,Female (SEX=2),5435,1,Male,Male (SEX=1),2.1628831357662084,0.7424094,0.60606456,0.13634484000000002,1,1
3775,2,Female,Female (SEX=2),1775,1,Male,Male (SEX=1),0.49364442530657376,0.230882,0.11890578,0.11197622,0,1
3776,2,Female,Female (SEX=2),3324,1,Male,Male (SEX=1),2.4446413324060834,0.4705213,0.47001165,0.0005096499999999726,0,0
3777,2,Female,Female (SEX=2),4055,1,Male,Male (SEX=1),1.718124305624054,0.50587416,0.45239556,0.05347859999999999,0,1
3778,2,Female,Female (SEX=2),5972,1,Male,Male (SEX=1),3.8703915628612457,0.040316142,0.027417777,0.012898364999999998,0,0
3779,2,Female,Female (SEX=2),1547,1,Male,Male (SEX=1),0.7138173912303939,0.06476049,0.062453087,0.0023074030000000065,0,0
3780,2,Female,Female (SEX=2),3561,1,Male,Male (SEX=1),1.2951132841528459,0.11591018,0.19864051,0.08273032999999999,0,0
3781,2,Female,Female (SEX=2),4879,1,Male,Male (SEX=1),2.5674323568789563,0.042567004,0.045987874,0.0034208699999999995,0,0
3782,2,Female,Female (SEX=2),5309,1,Male,Male (SEX=1),2.406493932614516,0.30993757,0.26748604,0.042451530000000015,0,0
3783,2,Female,Female (SEX=2),5833,1,Male,Male (SEX=1),1.0468063298309014,0.1678148,0.15449674,0.013318059999999993,1,0
3784,2,Female,Female (SEX=2),3130,1,Male,Male (SEX=1),0.5641297231153509,0.17263398,0.16053455,0.012099429999999994,0,0
3785,2,Female,Female (SEX=2),2581,1,Male,Male (SEX=1),0.4930589733332923,0.07849248,0.064617366,0.013875114000000008,0,0
3786,2,Female,Female (SEX=2),4805,1,Male,Male (SEX=1),1.0697428787483856,0.100703575,0.17717037,0.07646679499999999,0,0
3787,2,Female,Female (SEX=2),3328,1,Male,Male (SEX=1),1.2292314335713017,0.14027613,0.12318736,0.017088770000000003,0,0
3788,2,Female,Female (SEX=2),2894,1,Male,Male (SEX=1),0.20300725926762772,0.17570007,0.16481976,0.010880310000000004,0,0
3789,2,Female,Female (SEX=2),3602,1,Male,Male (SEX=1),0.65670846391486,0.0970845,0.0968826,0.00020190000000000485,0,0
3790,2,Female,Female (SEX=2),2957,1,Male,Male (SEX=1),1.6896386764243514,0.08902706,0.07890257,0.01012449,1,1
3791,2,Female,Female (SEX=2),1528,1,Male,Male (SEX=1),2.0259194079977534,0.6798431,0.37477285,0.30507025000000004,1,0
3792,2,Female,Female (SEX=2),2503,1,Male,Male (SEX=1),1.6179012417315912,0.17721535,0.18797836,0.010763010000000017,0,1
3793,2,Female,Female (SEX=2),749,1,Male,Male (SEX=1),1.291562979395497,0.7465521,0.74179816,0.0047539400000000676,1,0
3794,2,Female,Female (SEX=2),285,1,Male,Male (SEX=1),0.7678043472467281,0.6740563,0.6777735,0.003717199999999976,1,0
3795,2,Female,Female (SEX=2),1648,1,Male,Male (SEX=1),1.3613871305416811,0.4544086,0.5083138,0.05390520000000004,0,0
3796,2,Female,Female (SEX=2),2911,1,Male,Male (SEX=1),1.8178937010539429,0.5194588,0.4544135,0.06504529999999997,1,1
3797,2,Female,Female (SEX=2),2715,1,Male,Male (SEX=1),2.438280495141902,0.089861505,0.11933554,0.02947403500000001,0,0
3798,2,Female,Female (SEX=2),4792,1,Male,Male (SEX=1),2.3380308442542947,0.5702789,0.49417442,0.07610448000000003,1,1
3799,2,Female,Female (SEX=2),2878,1,Male,Male (SEX=1),0.8923505760212278,0.13536903,0.1454425,0.010073470000000001,1,0
3800,2,Female,Female (SEX=2),4968,1,Male,Male (SEX=1),1.4400359393651765,0.054682847,0.07189046,0.017207613000000004,0,0
3801,2,Female,Female (SEX=2),4880,1,Male,Male (SEX=1),3.5292785792354824,0.09532002,0.07994963,0.015370390000000012,0,0
3802,2,Female,Female (SEX=2),122,1,Male,Male (SEX=1),1.2361771205090164,0.10456433,0.1442008,0.03963646999999999,0,0
3803,2,Female,Female (SEX=2),1268,1,Male,Male (SEX=1),0.44394111518433677,0.09176972,0.085604824,0.006164896000000003,0,0
3804,2,Female,Female (SEX=2),4107,1,Male,Male (SEX=1),1.144908995722601,0.17157151,0.14995308,0.021618430000000022,0,1
3805,2,Female,Female (SEX=2),623,1,Male,Male (SEX=1),1.0352084839301743,0.087131105,0.065633476,0.021497629000000004,0,0
3806,2,Female,Female (SEX=2),3129,1,Male,Male (SEX=1),2.327503204775725,0.5232527,0.5406255,0.017372799999999966,1,1
3807,2,Female,Female (SEX=2),2235,1,Male,Male (SEX=1),3.1026579660882194,0.08906273,0.058508743,0.030553987000000005,0,0
3808,2,Female,Female (SEX=2),2410,1,Male,Male (SEX=1),2.450665926092153,0.4764934,0.5079085,0.031415099999999974,0,1
3809,2,Female,Female (SEX=2),206,1,Male,Male (SEX=1),0.6843491919225103,0.18939799,0.09987702,0.08952096999999999,0,0
3810,2,Female,Female (SEX=2),5938,1,Male,Male (SEX=1),3.641641378640429,0.3024295,0.2337079,0.06872160000000002,0,0
3811,2,Female,Female (SEX=2),5990,1,Male,Male (SEX=1),1.211540304455609,0.09498009,0.12199357,0.027013479999999992,0,0
3812,2,Female,Female (SEX=2),5357,1,Male,Male (SEX=1),1.4622922753621268,0.8184169,0.81012124,0.008295660000000038,1,1
3813,2,Female,Female (SEX=2),2819,1,Male,Male (SEX=1),1.2063238702261772,0.12211741,0.11192314,0.010194269999999991,0,0
3814,2,Female,Female (SEX=2),3638,1,Male,Male (SEX=1),2.9793778830824484,0.15460311,0.122865416,0.03173769399999998,0,0
3815,2,Female,Female (SEX=2),4079,1,Male,Male (SEX=1),0.5774792533439029,0.18797989,0.15348195,0.034497940000000005,0,0
3816,2,Female,Female (SEX=2),4763,1,Male,Male (SEX=1),1.2754230347916116,0.17981748,0.17262389,0.00719359,0,0
3817,2,Female,Female (SEX=2),2235,1,Male,Male (SEX=1),4.599614981588458,0.09368219,0.058508743,0.035173447,0,0
3818,2,Female,Female (SEX=2),687,1,Male,Male (SEX=1),0.6047950394940754,0.17029536,0.16477486,0.0055205000000000115,0,0
3819,2,Female,Female (SEX=2),1927,1,Male,Male (SEX=1),0.8879805328463709,0.7165485,0.71432215,0.0022263500000000436,0,1
3820,2,Female,Female (SEX=2),1944,1,Male,Male (SEX=1),5.003168267326671,0.053027846,0.10809231,0.055064464,1,0
3821,2,Female,Female (SEX=2),3629,1,Male,Male (SEX=1),1.468857174059948,0.53722245,0.53568566,0.0015367900000000656,0,0
3822,2,Female,Female (SEX=2),3106,1,Male,Male (SEX=1),2.1108043823180593,0.075121954,0.23594417,0.16082221600000002,0,1
3823,2,Female,Female (SEX=2),2028,1,Male,Male (SEX=1),1.2873235485808705,0.22292627,0.24317192,0.020245650000000004,0,1
3824,2,Female,Female (SEX=2),2526,1,Male,Male (SEX=1),2.4896268871202416,0.053904507,0.064351015,0.010446508,0,0
3825,2,Female,Female (SEX=2),1547,1,Male,Male (SEX=1),0.5980113542277528,0.0644493,0.062453087,0.0019962130000000036,0,0
3826,2,Female,Female (SEX=2),1954,1,Male,Male (SEX=1),3.5475997946872777,0.13976745,0.04143077,0.09833667999999998,0,0
3827,2,Female,Female (SEX=2),2456,1,Male,Male (SEX=1),1.0872779296732744,0.15640444,0.17186731,0.01546286999999999,1,1
3828,2,Female,Female (SEX=2),5392,1,Male,Male (SEX=1),3.7398692169576035,0.18269494,0.10104927,0.08164567,0,0
3829,2,Female,Female (SEX=2),1121,1,Male,Male (SEX=1),0.7103770313295596,0.152941,0.16110283,0.008161830000000009,1,0
3830,2,Female,Female (SEX=2),4096,1,Male,Male (SEX=1),1.1450692491387457,0.1373964,0.22094862,0.08355222000000001,0,0
3831,2,Female,Female (SEX=2),4936,1,Male,Male (SEX=1),2.04069052230746,0.2630574,0.30810913,0.04505173000000001,0,0
3832,2,Female,Female (SEX=2),4030,1,Male,Male (SEX=1),0.5190589950558242,0.25245073,0.22953796,0.02291277,0,0
3833,2,Female,Female (SEX=2),2773,1,Male,Male (SEX=1),0.4551504012698468,0.06424079,0.074346125,0.010105334999999993,0,1
3834,2,Female,Female (SEX=2),4142,1,Male,Male (SEX=1),2.028550721605328,0.7234072,0.86481535,0.14140814999999995,0,1
3835,2,Female,Female (SEX=2),5365,1,Male,Male (SEX=1),1.2270581979782091,0.1778011,0.2463198,0.06851870000000002,0,0
3836,2,Female,Female (SEX=2),1325,1,Male,Male (SEX=1),2.9767918294381235,0.72613364,0.22547728,0.50065636,1,1
3837,2,Female,Female (SEX=2),63,1,Male,Male (SEX=1),2.160957987562521,0.20522998,0.3709983,0.16576832,0,0
3838,2,Female,Female (SEX=2),3138,1,Male,Male (SEX=1),2.0205599343067213,0.043566737,0.05013329,0.006566552999999996,0,0
3839,2,Female,Female (SEX=2),5969,1,Male,Male (SEX=1),2.6178401463379704,0.06475538,0.08698105,0.022225670000000003,1,1
3840,2,Female,Female (SEX=2),4844,1,Male,Male (SEX=1),2.320277533636003,0.38804007,0.33793274,0.050107330000000005,1,1
3841,2,Female,Female (SEX=2),4178,1,Male,Male (SEX=1),1.9637499252917388,0.13487771,0.085243985,0.04963372500000002,0,0
3842,2,Female,Female (SEX=2),1053,1,Male,Male (SEX=1),1.9670250190412315,0.04682882,0.047114503,0.00028568300000000185,0,0
3843,2,Female,Female (SEX=2),4968,1,Male,Male (SEX=1),1.1524400172486569,0.067370415,0.07189046,0.004520045,0,0
3844,2,Female,Female (SEX=2),5908,1,Male,Male (SEX=1),0.8900124201276712,0.08164527,0.11601423,0.03436895999999999,0,0
3845,2,Female,Female (SEX=2),4866,1,Male,Male (SEX=1),1.1103306864367664,0.119346365,0.09752938,0.021816984999999997,0,0
3846,2,Female,Female (SEX=2),2831,1,Male,Male (SEX=1),1.4593788456669194,0.066651,0.10300997,0.036358970000000004,0,0
3847,2,Female,Female (SEX=2),4200,1,Male,Male (SEX=1),1.4347577849545914,0.4831051,0.48264492,0.00046018000000003223,0,1
3848,2,Female,Female (SEX=2),1445,1,Male,Male (SEX=1),2.028952547866618,0.24042426,0.21209484,0.028329419999999994,1,0
3849,2,Female,Female (SEX=2),5887,1,Male,Male (SEX=1),1.2782592564188322,0.14323989,0.13585438,0.007385510000000012,0,0
3850,2,Female,Female (SEX=2),3625,1,Male,Male (SEX=1),0.4236793022825651,0.09964233,0.108769685,0.009127355000000004,0,0
3851,2,Female,Female (SEX=2),2894,1,Male,Male (SEX=1),0.27209115701008557,0.14834274,0.16481976,0.01647702000000001,0,0
3852,2,Female,Female (SEX=2),5336,1,Male,Male (SEX=1),0.30470866799934804,0.15030944,0.26853028,0.11822084000000002,1,0
3853,2,Female,Female (SEX=2),1944,1,Male,Male (SEX=1),5.199891500416525,0.05783055,0.10809231,0.050261759999999996,0,0
3854,2,Female,Female (SEX=2),2080,1,Male,Male (SEX=1),1.2592722602417652,0.12952678,0.11315374,0.016373040000000005,1,0
3855,2,Female,Female (SEX=2),504,1,Male,Male (SEX=1),2.144125994126999,0.21818206,0.1836556,0.03452646000000001,0,0
3856,2,Female,Female (SEX=2),4854,1,Male,Male (SEX=1),2.779994324944102,0.3236357,0.31595063,0.007685070000000016,0,0
3857,2,Female,Female (SEX=2),3286,1,Male,Male (SEX=1),2.211419587931859,0.18805745,0.19680761,0.008750160000000007,0,0
3858,2,Female,Female (SEX=2),558,1,Male,Male (SEX=1),1.8057407377273775,0.48455364,0.6767079,0.19215426000000002,1,1
3859,2,Female,Female (SEX=2),4134,1,Male,Male (SEX=1),1.3968553591544934,0.7635426,0.37804666,0.38549594,1,0
3860,2,Female,Female (SEX=2),4947,1,Male,Male (SEX=1),3.1522353884692333,0.16392975,0.05505971,0.10887004000000002,1,0
3861,2,Female,Female (SEX=2),1138,1,Male,Male (SEX=1),1.5514563215879555,0.16735111,0.1412575,0.02609360999999999,0,0
3862,2,Female,Female (SEX=2),5452,1,Male,Male (SEX=1),3.0568477523172275,0.1813143,0.083638035,0.09767626500000001,0,1
3863,2,Female,Female (SEX=2),1177,1,Male,Male (SEX=1),7.127859216450492,0.69507825,0.21733154,0.47774671,1,0
3864,2,Female,Female (SEX=2),1077,1,Male,Male (SEX=1),0.9630681898651375,0.17794509,0.18459094,0.006645850000000009,0,0
3865,2,Female,Female (SEX=2),372,1,Male,Male (SEX=1),0.3195433100139112,0.2861001,0.23291907,0.05318103000000002,1,0
3866,2,Female,Female (SEX=2),5386,1,Male,Male (SEX=1),2.593598139699369,0.727678,0.72430634,0.0033716599999999985,0,1
3867,2,Female,Female (SEX=2),1388,1,Male,Male (SEX=1),3.3062192530781798,0.03745959,0.046760842,0.009301251999999996,0,0
3868,2,Female,Female (SEX=2),5902,1,Male,Male (SEX=1),1.9368243971589538,0.17489634,0.17358334,0.0013130000000000086,1,0
3869,2,Female,Female (SEX=2),1711,1,Male,Male (SEX=1),1.2145602185452888,0.6901017,0.767149,0.07704729999999993,1,1
3870,2,Female,Female (SEX=2),131,1,Male,Male (SEX=1),1.0050584651298367,0.07223029,0.085844904,0.013614613999999997,0,1
3871,2,Female,Female (SEX=2),818,1,Male,Male (SEX=1),3.070111837740623,0.3568492,0.32725444,0.029594759999999998,0,0
3872,2,Female,Female (SEX=2),3085,1,Male,Male (SEX=1),0.9117486865541207,0.17827457,0.24869554,0.07042097,0,0
3873,2,Female,Female (SEX=2),2819,1,Male,Male (SEX=1),0.9973408144215574,0.09668236,0.11192314,0.01524078000000001,0,0
3874,2,Female,Female (SEX=2),1872,1,Male,Male (SEX=1),2.1795927705505957,0.09719706,0.12808986,0.030892799999999998,0,0
3875,2,Female,Female (SEX=2),4085,1,Male,Male (SEX=1),0.7626684774021363,0.07675784,0.13104641,0.05428857000000001,0,0
3876,2,Female,Female (SEX=2),4079,1,Male,Male (SEX=1),0.7495834364240508,0.13300698,0.15348195,0.02047497000000001,1,0
3877,2,Female,Female (SEX=2),4123,1,Male,Male (SEX=1),2.449308001884342,0.7973525,0.76112413,0.03622837000000001,1,1
3878,2,Female,Female (SEX=2),2316,1,Male,Male (SEX=1),1.3940141684109104,0.0682995,0.058266755,0.010032744999999996,0,0
3879,2,Female,Female (SEX=2),2221,1,Male,Male (SEX=1),2.613952081604169,0.05823941,0.037536673,0.020702737,0,0
3880,2,Female,Female (SEX=2),5401,1,Male,Male (SEX=1),2.4412145350070316,0.23236194,0.22372137,0.008640569999999986,0,0
3881,2,Female,Female (SEX=2),1953,1,Male,Male (SEX=1),1.3063268358167606,0.06517438,0.092156716,0.026982335999999996,0,0
3882,2,Female,Female (SEX=2),41,1,Male,Male (SEX=1),4.418719971207883,0.043174442,0.05193494,0.008760497999999999,0,0
3883,2,Female,Female (SEX=2),5960,1,Male,Male (SEX=1),1.9401084635001844,0.053514212,0.047915123,0.0055990890000000015,0,0
3884,2,Female,Female (SEX=2),5330,1,Male,Male (SEX=1),2.202386350820288,0.039416876,0.06182379,0.022406914,0,0
3885,2,Female,Female (SEX=2),1318,1,Male,Male (SEX=1),2.03227842210603,0.09587876,0.09709234,0.0012135800000000058,0,0
3886,2,Female,Female (SEX=2),4838,1,Male,Male (SEX=1),1.45670160703297,0.1511276,0.32064068,0.16951308,0,1
3887,2,Female,Female (SEX=2),2450,1,Male,Male (SEX=1),2.466135571863604,0.07343258,0.113579065,0.04014648500000001,0,0
3888,2,Female,Female (SEX=2),4886,1,Male,Male (SEX=1),0.5836274587498641,0.10781645,0.17362475,0.0658083,0,0
3889,2,Female,Female (SEX=2),126,1,Male,Male (SEX=1),1.4403191926482146,0.053392544,0.049716283,0.003676261,0,0
3890,2,Female,Female (SEX=2),3585,1,Male,Male (SEX=1),3.1339010999516805,0.7650247,0.73476976,0.030254939999999952,1,1
3891,2,Female,Female (SEX=2),1788,1,Male,Male (SEX=1),0.4598908984095302,0.086921334,0.16454996,0.07762862599999999,0,0
3892,2,Female,Female (SEX=2),5282,1,Male,Male (SEX=1),2.2927386234494542,0.6847491,0.68615425,0.0014051499999999661,1,0
3893,2,Female,Female (SEX=2),4101,1,Male,Male (SEX=1),1.571312408309344,0.13364589,0.28359026,0.14994437,0,0
3894,2,Female,Female (SEX=2),3292,1,Male,Male (SEX=1),2.2291843771040596,0.1403294,0.15097146,0.010642060000000009,0,0
3895,2,Female,Female (SEX=2),2461,1,Male,Male (SEX=1),0.6777243245262575,0.0849889,0.05190509,0.033083810000000005,0,0
3896,2,Female,Female (SEX=2),4926,1,Male,Male (SEX=1),1.7268867288047571,0.1122997,0.14835197,0.03605227,1,1
3897,2,Female,Female (SEX=2),1131,1,Male,Male (SEX=1),2.3746232425155887,0.76304203,0.7728949,0.009852870000000014,1,1
3898,2,Female,Female (SEX=2),5416,1,Male,Male (SEX=1),1.5625250571489606,0.3574101,0.20926245,0.14814765000000002,0,0
3899,2,Female,Female (SEX=2),4924,1,Male,Male (SEX=1),1.0445825779027946,0.1088689,0.09417748,0.01469142000000001,0,0
3900,2,Female,Female (SEX=2),866,1,Male,Male (SEX=1),1.8110402222422939,0.34168544,0.65770715,0.31602171,0,0
3901,2,Female,Female (SEX=2),2103,1,Male,Male (SEX=1),2.697399784662522,0.16667795,0.18567462,0.01899667000000002,0,0
3902,2,Female,Female (SEX=2),1894,1,Male,Male (SEX=1),0.9412339637922117,0.17454742,0.14885604,0.025691380000000014,0,1
3903,2,Female,Female (SEX=2),2187,1,Male,Male (SEX=1),2.253272393851984,0.08895907,0.094736755,0.005777685000000005,0,0
3904,2,Female,Female (SEX=2),5908,1,Male,Male (SEX=1),1.6999679718617728,0.083828986,0.11601423,0.032185244,0,0
3905,2,Female,Female (SEX=2),3348,1,Male,Male (SEX=1),1.0517473659276917,0.07985363,0.047689646,0.03216398399999999,0,0
3906,2,Female,Female (SEX=2),4951,1,Male,Male (SEX=1),2.002515030321849,0.10639276,0.12528057,0.018887810000000005,0,0
3907,2,Female,Female (SEX=2),1953,1,Male,Male (SEX=1),0.8663580855059353,0.067949615,0.092156716,0.024207100999999995,0,0
3908,2,Female,Female (SEX=2),5916,1,Male,Male (SEX=1),1.1894579511283139,0.16240935,0.08066884,0.08174051,0,0
3909,2,Female,Female (SEX=2),5986,1,Male,Male (SEX=1),2.409068387613163,0.09603503,0.08345465,0.012580379999999988,0,0
3910,2,Female,Female (SEX=2),1403,1,Male,Male (SEX=1),1.0746298870640691,0.041311875,0.04305274,0.0017408650000000012,0,1
3911,2,Female,Female (SEX=2),2203,1,Male,Male (SEX=1),2.4626418498090707,0.71027255,0.39484462,0.31542793,0,0
3912,2,Female,Female (SEX=2),1232,1,Male,Male (SEX=1),1.9733538590236088,0.0828217,0.07478962,0.008032079999999997,0,0
3913,2,Female,Female (SEX=2),2773,1,Male,Male (SEX=1),1.0727615748146302,0.06953624,0.074346125,0.004809885,0,1
3914,2,Female,Female (SEX=2),5982,1,Male,Male (SEX=1),0.9179681511594782,0.120464526,0.10542242,0.015042106,0,0
3915,2,Female,Female (SEX=2),314,1,Male,Male (SEX=1),0.3508712574125522,0.10632403,0.102682896,0.003641134000000004,0,0
3916,2,Female,Female (SEX=2),4159,1,Male,Male (SEX=1),2.8839561350336327,0.6381004,0.47432572,0.16377468,1,1
3917,2,Female,Female (SEX=2),1571,1,Male,Male (SEX=1),0.4475935887533718,0.15115283,0.21262409,0.06147126,1,0
3918,2,Female,Female (SEX=2),5334,1,Male,Male (SEX=1),2.607763496899333,0.03663941,0.057348493,0.020709083000000003,0,0
3919,2,Female,Female (SEX=2),4100,1,Male,Male (SEX=1),2.0429928255597765,0.18573196,0.14333497,0.042396989999999996,0,0
3920,2,Female,Female (SEX=2),4851,1,Male,Male (SEX=1),0.6344979543227527,0.1656932,0.16925314,0.0035599399999999837,0,0
3921,2,Female,Female (SEX=2),3135,1,Male,Male (SEX=1),2.303512627599119,0.034725994,0.048449125,0.013723131,0,0
3922,2,Female,Female (SEX=2),3645,1,Male,Male (SEX=1),0.9753269329282072,0.19857456,0.45339277,0.25481821,0,1
3923,2,Female,Female (SEX=2),3101,1,Male,Male (SEX=1),1.8723739254885983,0.7914148,0.810471,0.01905620000000008,1,1
3924,2,Female,Female (SEX=2),5977,1,Male,Male (SEX=1),1.7774387477086198,0.113645524,0.11907961,0.005434086000000005,0,1
3925,2,Female,Female (SEX=2),2227,1,Male,Male (SEX=1),1.7174946299102452,0.07547254,0.076607354,0.0011348139999999979,0,0
3926,2,Female,Female (SEX=2),1218,1,Male,Male (SEX=1),3.5496107107268324,0.092013694,0.14477545,0.05276175600000001,0,0
3927,2,Female,Female (SEX=2),4118,1,Male,Male (SEX=1),1.6736722920928997,0.07925866,0.050126173,0.02913248699999999,0,0
3928,2,Female,Female (SEX=2),4755,1,Male,Male (SEX=1),12.976027560113769,0.15488416,0.04387022,0.11101393999999999,0,0
3929,2,Female,Female (SEX=2),1349,1,Male,Male (SEX=1),1.321507202886434,0.09128236,0.115856715,0.024574354999999992,0,1
3930,2,Female,Female (SEX=2),960,1,Male,Male (SEX=1),0.9290697239222644,0.13702048,0.12094509,0.016075389999999995,0,0
3931,2,Female,Female (SEX=2),2994,1,Male,Male (SEX=1),0.3433475837658496,0.11417742,0.21164949,0.09747207,0,0
3932,2,Female,Female (SEX=2),214,1,Male,Male (SEX=1),1.0593185195465504,0.14879622,0.14801587,0.000780350000000013,0,0
3933,2,Female,Female (SEX=2),4109,1,Male,Male (SEX=1),1.768784568763756,0.15730481,0.20563842,0.04833361,0,1
3934,2,Female,Female (SEX=2),2408,1,Male,Male (SEX=1),1.805594288073768,0.6884378,0.7434823,0.05504450000000005,0,0
3935,2,Female,Female (SEX=2),4864,1,Male,Male (SEX=1),0.4034062118366597,0.43511012,0.43415684,0.0009532800000000008,1,0
3936,2,Female,Female (SEX=2),143,1,Male,Male (SEX=1),2.145295872036564,0.47821477,0.35632837,0.1218864,1,0
3937,2,Female,Female (SEX=2),1942,1,Male,Male (SEX=1),2.9149829256144475,0.1280238,0.1985705,0.07054670000000002,0,0
3938,2,Female,Female (SEX=2),3610,1,Male,Male (SEX=1),0.07776070324026792,0.26853028,0.26853028,0.0,0,0
3939,2,Female,Female (SEX=2),1758,1,Male,Male (SEX=1),4.042859812923022,0.038953636,0.026853643,0.012099993,0,0
